	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.4375	0.6364	0.5185	0.35	20.0
AMBIENCE#GENERAL:NEUTRAL	0.2	1.0	0.3333	0.2	5.0
AMBIENCE#GENERAL:NEGATIVE	0.6667	1.0	0.8	0.6667	3.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#QUALITY:POSITIVE	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
FOOD#PRICES:NEGATIVE	0.3333	0.3333	0.3333	0.2	5.0
FOOD#QUALITY:POSITIVE	0.7586	0.7586	0.7586	0.6111	36.0
FOOD#QUALITY:NEUTRAL	0.6667	1.0	0.8	0.6667	3.0
FOOD#QUALITY:NEGATIVE	1.0	0.8889	0.9412	0.8889	9.0
FOOD#STYLE_OPTIONS:POSITIVE	0.5	0.25	0.3333	0.2	5.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	4.0
LOCATION#GENERAL:POSITIVE	0.1111	1.0	0.2	0.1111	9.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	5.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:POSITIVE	0.619	0.8667	0.7222	0.5652	23.0
RESTAURANT#GENERAL:NEUTRAL	0.25	1.0	0.4	0.25	4.0
RESTAURANT#GENERAL:NEGATIVE	0.3571	1.0	0.5263	0.3571	14.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.25	0.3333	0.2857	0.1667	6.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	7.0
RESTAURANT#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEGATIVE	0.5	0.5	0.5	0.3333	3.0
SERVICE#GENERAL:POSITIVE	0.6	0.9	0.72	0.5625	16.0
SERVICE#GENERAL:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
SERVICE#GENERAL:NEGATIVE	0.5385	0.6364	0.5833	0.4118	17.0
Micro-AVG	0.4866	0.7	0.5741	0.4027	226.0
Macro-AVG	0.3599	0.5168	0.3947		226
